"price","mileage","year","model","date","origin","d2005","d2006","d2007","d2008","d2009","d2010","d2011","d2012","website_id","car_id"
6400,123664,"2006","Toyota Avalon XL",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
5992,214935,"2007","Toyota Avalon Touring",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
6500,139994,"2006","Toyota Avalon XL",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
5995,142968,"2006","Toyota Avalon XLS",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
7995,129024,"2008","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,1,0,0,0,0,1,3
8999,132125,"2012","Toyota Avalon",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
5996,156010,"2006","Toyota Avalon",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
7952,153392,"2009","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,1,0,0,0,1,3
9795,124144,"2011","Toyota Avalon",2021-01-28,"autotrader",0,0,0,0,0,0,1,0,1,3
10500,76542,"2008","Toyota Avalon",2021-01-28,"autotrader",0,0,0,1,0,0,0,0,1,3
11755,117550,"2012","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
14350,83473,"2012","Toyota Avalon",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
11998,125375,"2011","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,0,0,1,0,1,3
6595,291465,"2006","Toyota Avalon XLS",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
5922,270418,"2006","Toyota Avalon",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
7995,103042,"2007","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
6990,117290,"2006","Toyota Avalon",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
8490,119868,"2010","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,0,1,0,0,1,3
9936,103975,"2009","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,1,0,0,0,1,3
8950,147000,"2012","Toyota Avalon",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
7950,96545,"2012","Toyota Avalon XLE Touring",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
8888,95572,"2007","Toyota Avalon XLS",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
4500,239387,"2006","Toyota Avalon XL",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
8995,122510,"2010","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,0,1,0,0,1,3
4999,113432,"2007","Toyota Avalon",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
4691,186879,"2005","Toyota Avalon Limited",2021-01-28,"autotrader",1,0,0,0,0,0,0,0,1,3
7995,74228,"2005","Toyota Avalon Limited",2021-01-28,"autotrader",1,0,0,0,0,0,0,0,1,3
11995,124512,"2012","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
5940,156832,"2006","Toyota Avalon Touring",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
7900,108751,"2005","Toyota Avalon XLS",2021-01-28,"autotrader",1,0,0,0,0,0,0,0,1,3
10995,39320,"2008","Toyota Avalon XL",2021-01-28,"autotrader",0,0,0,1,0,0,0,0,1,3
8495,101266,"2007","Toyota Avalon XLS",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
6988,134000,"2007","Toyota Avalon Touring",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
8982,94639,"2009","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,1,0,0,0,1,3
10491,139836,"2011","Toyota Avalon",2021-01-28,"autotrader",0,0,0,0,0,0,1,0,1,3
5759,156607,"2006","Toyota Avalon Limited",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
6995,95000,"2006","Toyota Avalon XLS",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
6761,129776,"2007","Toyota Avalon XLS",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
9997,137260,"2006","Toyota Avalon XL",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
5595,242450,"2006","Toyota Avalon XL",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
14998,51101,"2012","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
7999,154996,"2008","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,1,0,0,0,0,1,3
8988,69297,"2006","Toyota Avalon XL",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
7495,97927,"2006","Toyota Avalon Touring",2021-01-28,"autotrader",0,1,0,0,0,0,0,0,1,3
6995,181779,"2008","Toyota Avalon",2021-01-28,"autotrader",0,0,0,1,0,0,0,0,1,3
11995,141500,"2012","Toyota Avalon Limited",2021-01-28,"autotrader",0,0,0,0,0,0,0,1,1,3
7495,117945,"2007","Toyota Avalon Touring",2021-01-28,"autotrader",0,0,1,0,0,0,0,0,1,3
10995,73628,"2005","Toyota Avalon XL",2021-01-28,"autotrader",1,0,0,0,0,0,0,0,1,3
8500,112048,"2005","Toyota Avalon Limited",2021-01-28,"autotrader",1,0,0,0,0,0,0,0,1,3
5995,142968,"2006","Toyota Avalon XLS",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
7952,153392,"2009","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,1,0,0,0,2,3
5922,270418,"2006","Toyota Avalon",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
4691,186879,"2005","Toyota Avalon Limited",2021-01-28,"cars",1,0,0,0,0,0,0,0,2,3
6595,291465,"2006","Toyota Avalon XLS",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
6999,164917,"2011","Toyota Avalon",2021-01-28,"cars",0,0,0,0,0,0,1,0,2,3
7695,79967,"2006","Toyota Avalon Limited",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
6988,134000,"2007","Toyota Avalon Touring",2021-01-28,"cars",0,0,1,0,0,0,0,0,2,3
10298,60524,"2009","Toyota Avalon XLS",2021-01-28,"cars",0,0,0,0,1,0,0,0,2,3
14990,85458,"2012","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,0,0,0,1,2,3
9795,124144,"2011","Toyota Avalon",2021-01-28,"cars",0,0,0,0,0,0,1,0,2,3
9995,117000,"2008","Toyota Avalon XL",2021-01-28,"cars",0,0,0,1,0,0,0,0,2,3
6400,123664,"2006","Toyota Avalon XL",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
11087,110861,"2012","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,0,0,0,1,2,3
11995,141500,"2012","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,0,0,0,1,2,3
11250,118343,"2011","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,0,0,1,0,2,3
9936,103975,"2009","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,1,0,0,0,2,3
7995,129024,"2008","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,1,0,0,0,0,2,3
6900,127000,"2006","Toyota Avalon Limited",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
11995,124512,"2012","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,0,0,0,1,2,3
6866,147315,"2006","Toyota Avalon Limited",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
7988,191987,"2011","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,0,0,1,0,2,3
14350,83473,"2012","Toyota Avalon",2021-01-28,"cars",0,0,0,0,0,0,0,1,2,3
9239,123084,"2011","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,0,0,1,0,2,3
8495,131110,"2005","Toyota Avalon Limited",2021-01-28,"cars",1,0,0,0,0,0,0,0,2,3
8495,101266,"2007","Toyota Avalon XLS",2021-01-28,"cars",0,0,1,0,0,0,0,0,2,3
6995,114535,"2007","Toyota Avalon XLS",2021-01-28,"cars",0,0,1,0,0,0,0,0,2,3
6995,127872,"2007","Toyota Avalon Touring",2021-01-28,"cars",0,0,1,0,0,0,0,0,2,3
9997,137260,"2006","Toyota Avalon XL",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
11999,92092,"2011","Toyota Avalon Base",2021-01-28,"cars",0,0,0,0,0,0,1,0,2,3
5759,156607,"2006","Toyota Avalon Limited",2021-01-28,"cars",0,1,0,0,0,0,0,0,2,3
11995,97308,"2008","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,1,0,0,0,0,2,3
8982,94639,"2009","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,0,1,0,0,0,2,3
7999,154996,"2008","Toyota Avalon Limited",2021-01-28,"cars",0,0,0,1,0,0,0,0,2,3
7995,103042,"2007","Toyota Avalon Limited",2021-01-28,"cars",0,0,1,0,0,0,0,0,2,3
8888,95572,"2007","Toyota Avalon XLS",2021-01-28,"cars",0,0,1,0,0,0,0,0,2,3
4999,113555,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
5759,156607,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
6995,114535,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
8999,132125,"2012","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,0,1,3,3
7995,103042,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
8995,122510,"2010","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,1,0,0,3,3
6595,291465,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
6995,181779,"2008","Toyota Avalon",2021-01-28,"truecar",0,0,0,1,0,0,0,0,3,3
5950,128046,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
9795,124144,"2011","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,1,0,3,3
9239,123084,"2011","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,1,0,3,3
10298,60524,"2009","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,1,0,0,0,3,3
6999,146293,"2008","Toyota Avalon",2021-01-28,"truecar",0,0,0,1,0,0,0,0,3,3
6761,129776,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
5995,142968,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
6866,147315,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
6400,123664,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
8495,101266,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
5996,156010,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
6990,117290,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
7495,97927,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
8880,71010,"2005","Toyota Avalon",2021-01-28,"truecar",1,0,0,0,0,0,0,0,3,3
7999,154996,"2008","Toyota Avalon",2021-01-28,"truecar",0,0,0,1,0,0,0,0,3,3
6500,139994,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
7995,129024,"2008","Toyota Avalon",2021-01-28,"truecar",0,0,0,1,0,0,0,0,3,3
8988,69297,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
7900,108751,"2005","Toyota Avalon",2021-01-28,"truecar",1,0,0,0,0,0,0,0,3,3
5595,242450,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
11087,110861,"2012","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,0,1,3,3
7988,191987,"2011","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,1,0,3,3
7995,236915,"2011","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,1,0,3,3
10500,76542,"2008","Toyota Avalon",2021-01-28,"truecar",0,0,0,1,0,0,0,0,3,3
14350,83473,"2012","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,0,1,3,3
11995,97308,"2008","Toyota Avalon",2021-01-28,"truecar",0,0,0,1,0,0,0,0,3,3
11498,120034,"2011","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,1,0,3,3
8888,95572,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
7595,100448,"2005","Toyota Avalon",2021-01-28,"truecar",1,0,0,0,0,0,0,0,3,3
5922,270418,"2006","Toyota Avalon",2021-01-28,"truecar",0,1,0,0,0,0,0,0,3,3
9999,82100,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
7495,117945,"2007","Toyota Avalon",2021-01-28,"truecar",0,0,1,0,0,0,0,0,3,3
10888,119586,"2012","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,0,1,3,3
8495,131110,"2005","Toyota Avalon",2021-01-28,"truecar",1,0,0,0,0,0,0,0,3,3
9995,117000,"2008","Toyota Avalon",2021-01-28,"truecar",0,0,0,1,0,0,0,0,3,3
11999,116191,"2012","Toyota Avalon",2021-01-28,"truecar",0,0,0,0,0,0,0,1,3,3
10995,73628,"2005","Toyota Avalon",2021-01-28,"truecar",1,0,0,0,0,0,0,0,3,3
13990,64708,"2011","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,0,0,1,0,1,3
7486,136643,"2007","Toyota Avalon XLS",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,1,3
5402,214936,"2007","Toyota Avalon Touring",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,1,3
14358,65995,"2012","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,1,3
6352,133699,"2006","Toyota Avalon Limited",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
7998,159998,"2006","Toyota Avalon Touring",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
6296,157671,"2006","Toyota Avalon XL",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
9800,74400,"2009","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,1,0,0,0,1,3
12000,94715,"2012","Toyota Avalon",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,1,3
13500,81320,"2012","Toyota Avalon",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,1,3
3200,241003,"2005","Toyota Avalon",2021-02-17,"autotrader",1,0,0,0,0,0,0,0,1,3
6599,117734,"2006","Toyota Avalon XLS",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
6999,169744,"2007","Toyota Avalon XLS",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,1,3
6866,147315,"2006","Toyota Avalon Limited",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
6995,131708,"2006","Toyota Avalon Touring",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
9739,123084,"2011","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,0,0,1,0,1,3
11087,110861,"2012","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,1,3
7495,133957,"2006","Toyota Avalon Limited",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
8579,95500,"2009","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,1,0,0,0,1,3
11795,114593,"2012","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,1,3
7995,103852,"2006","Toyota Avalon XLS",2021-02-17,"autotrader",0,1,0,0,0,0,0,0,1,3
10481,97041,"2008","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,1,0,0,0,0,1,3
7500,113576,"2007","Toyota Avalon XL",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,1,3
6988,131000,"2007","Toyota Avalon Touring",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,1,3
9995,108730,"2007","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,1,0,0,0,0,0,1,3
9998,135000,"2012","Toyota Avalon Limited",2021-02-17,"autotrader",0,0,0,0,0,0,0,1,1,3
11795,114593,"2012","Toyota Avalon",2021-02-17,"cars",0,0,0,0,0,0,0,1,2,3
6988,131000,"2007","Toyota Avalon Touring",2021-02-17,"cars",0,0,1,0,0,0,0,0,2,3
6352,133699,"2006","Toyota Avalon Limited",2021-02-17,"cars",0,1,0,0,0,0,0,0,2,3
14358,65995,"2012","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,0,0,0,0,1,2,3
7995,103852,"2006","Toyota Avalon XLS",2021-02-17,"cars",0,1,0,0,0,0,0,0,2,3
13990,64708,"2011","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,0,0,0,1,0,2,3
14599,83205,"2012","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,0,0,0,0,1,2,3
8579,95500,"2009","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,0,1,0,0,0,2,3
6995,131708,"2006","Toyota Avalon Touring",2021-02-17,"cars",0,1,0,0,0,0,0,0,2,3
9998,135000,"2012","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,0,0,0,0,1,2,3
7998,159998,"2006","Toyota Avalon Touring",2021-02-17,"cars",0,1,0,0,0,0,0,0,2,3
9995,108730,"2007","Toyota Avalon Limited",2021-02-17,"cars",0,0,1,0,0,0,0,0,2,3
7990,89890,"2008","Toyota Avalon XLS",2021-02-17,"cars",0,0,0,1,0,0,0,0,2,3
14990,48146,"2011","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,0,0,0,1,0,2,3
15590,32236,"2011","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,0,0,0,1,0,2,3
11995,97385,"2008","Toyota Avalon Limited",2021-02-17,"cars",0,0,0,1,0,0,0,0,2,3
6999,169744,"2007","Toyota Avalon XLS",2021-02-17,"cars",0,0,1,0,0,0,0,0,2,3
6599,117734,"2006","Toyota Avalon XLS",2021-02-17,"cars",0,1,0,0,0,0,0,0,2,3
6296,157671,"2006","Toyota Avalon XL",2021-02-17,"cars",0,1,0,0,0,0,0,0,2,3
8999,137119,"2009","Toyota Avalon XLS",2021-02-17,"cars",0,0,0,0,1,0,0,0,2,3
6512,141108,"2008","Toyota Avalon XLS",2021-02-17,"cars",0,0,0,1,0,0,0,0,2,3
8998,159998,"2006","Toyota Avalon",2021-02-17,"truecar",0,1,0,0,0,0,0,0,3,3
11999,59726,"2012","Toyota Avalon",2021-02-17,"truecar",0,0,0,0,0,0,0,1,3,3
7990,89890,"2008","Toyota Avalon",2021-02-17,"truecar",0,0,0,1,0,0,0,0,3,3
6995,131708,"2006","Toyota Avalon",2021-02-17,"truecar",0,1,0,0,0,0,0,0,3,3
6599,117734,"2006","Toyota Avalon",2021-02-17,"truecar",0,1,0,0,0,0,0,0,3,3
14358,65995,"2012","Toyota Avalon",2021-02-17,"truecar",0,0,0,0,0,0,0,1,3,3
8579,95500,"2009","Toyota Avalon",2021-02-17,"truecar",0,0,0,0,1,0,0,0,3,3
6512,141108,"2008","Toyota Avalon",2021-02-17,"truecar",0,0,0,1,0,0,0,0,3,3
9998,135000,"2012","Toyota Avalon",2021-02-17,"truecar",0,0,0,0,0,0,0,1,3,3
13990,86873,"2011","Toyota Avalon",2021-02-17,"truecar",0,0,0,0,0,0,1,0,3,3
8999,97898,"2007","Toyota Avalon",2021-02-17,"truecar",0,0,1,0,0,0,0,0,3,3
14990,48146,"2011","Toyota Avalon",2021-02-17,"truecar",0,0,0,0,0,0,1,0,3,3
7995,103852,"2006","Toyota Avalon",2021-02-17,"truecar",0,1,0,0,0,0,0,0,3,3
9995,92237,"2007","Toyota Avalon",2021-02-17,"truecar",0,0,1,0,0,0,0,0,3,3
11995,97385,"2008","Toyota Avalon",2021-02-17,"truecar",0,0,0,1,0,0,0,0,3,3
7595,100900,"2005","Toyota Avalon",2021-02-17,"truecar",1,0,0,0,0,0,0,0,3,3
12800,28110,"2008","Toyota Avalon",2021-02-17,"truecar",0,0,0,1,0,0,0,0,3,3
10876,82200,"2012","Toyota Avalon",2020-12-17,"cars",0,0,0,0,0,0,0,1,2,3
11995,68000,"2011","Toyota Avalon",2020-12-17,"cars",0,0,0,0,0,0,1,0,2,3
14590,70105,"2011","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,1,0,2,3
12673,57848,"2011","Toyota Avalon Base",2020-12-17,"cars",0,0,0,0,0,0,1,0,2,3
13990,23044,"2005","Toyota Avalon Limited",2020-12-17,"cars",1,0,0,0,0,0,0,0,2,3
11499,53844,"2009","Toyota Avalon XL",2020-12-17,"cars",0,0,0,0,1,0,0,0,2,3
14193,43485,"2012","Toyota Avalon",2020-12-17,"cars",0,0,0,0,0,0,0,1,2,3
10782,111405,"2011","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,1,0,2,3
9595,95078,"2009","Toyota Avalon XLS",2020-12-17,"cars",0,0,0,0,1,0,0,0,2,3
14995,86028,"2012","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,0,1,2,3
7991,116737,"2006","Toyota Avalon Limited",2020-12-17,"cars",0,1,0,0,0,0,0,0,2,3
13595,72546,"2012","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,0,1,2,3
9990,99116,"2009","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,1,0,0,0,2,3
8995,105627,"2006","Toyota Avalon Limited",2020-12-17,"cars",0,1,0,0,0,0,0,0,2,3
6959,133956,"2006","Toyota Avalon Limited",2020-12-17,"cars",0,1,0,0,0,0,0,0,2,3
12599,109254,"2012","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,0,1,2,3
14995,55000,"2011","Toyota Avalon",2020-12-17,"cars",0,0,0,0,0,0,1,0,2,3
7988,191985,"2011","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,1,0,2,3
13998,82646,"2011","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,1,0,2,3
7281,110882,"2006","Toyota Avalon XL",2020-12-17,"cars",0,1,0,0,0,0,0,0,2,3
3200,2e+05,"2006","Toyota Avalon XLS",2020-12-17,"cars",0,1,0,0,0,0,0,0,2,3
5759,155900,"2006","Toyota Avalon Limited",2020-12-17,"cars",0,1,0,0,0,0,0,0,2,3
5985,168168,"2006","Toyota Avalon Limited",2020-12-17,"cars",0,1,0,0,0,0,0,0,2,3
7300,139000,"2007","Toyota Avalon XL",2020-12-17,"cars",0,0,1,0,0,0,0,0,2,3
13990,91491,"2012","Toyota Avalon",2020-12-17,"cars",0,0,0,0,0,0,0,1,2,3
13990,102861,"2012","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,0,0,0,0,1,2,3
5999,162204,"2007","Toyota Avalon Limited",2020-12-17,"cars",0,0,1,0,0,0,0,0,2,3
8976,126917,"2008","Toyota Avalon Limited",2020-12-17,"cars",0,0,0,1,0,0,0,0,2,3
9488,112409,"2008","Toyota Avalon XL",2020-12-17,"cars",0,0,0,1,0,0,0,0,2,3
5759,155900,"2006","Toyota Avalon",2020-12-17,"truecar",0,1,0,0,0,0,0,0,3,3
13990,91491,"2012","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,0,1,3,3
13990,102861,"2012","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,0,1,3,3
10653,82200,"2012","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,0,1,3,3
7991,116737,"2006","Toyota Avalon",2020-12-17,"truecar",0,1,0,0,0,0,0,0,3,3
14193,43485,"2012","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,0,1,3,3
7999,108700,"2006","Toyota Avalon",2020-12-17,"truecar",0,1,0,0,0,0,0,0,3,3
7900,119021,"2005","Toyota Avalon",2020-12-17,"truecar",1,0,0,0,0,0,0,0,3,3
8795,93818,"2006","Toyota Avalon",2020-12-17,"truecar",0,1,0,0,0,0,0,0,3,3
14194,72546,"2012","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,0,1,3,3
10782,111405,"2011","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,1,0,3,3
7988,191985,"2011","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,1,0,3,3
11499,53844,"2009","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,1,0,0,0,3,3
7281,110882,"2006","Toyota Avalon",2020-12-17,"truecar",0,1,0,0,0,0,0,0,3,3
11400,103558,"2011","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,1,0,3,3
11995,68000,"2011","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,1,0,3,3
7999,118830,"2008","Toyota Avalon",2020-12-17,"truecar",0,0,0,1,0,0,0,0,3,3
12673,57848,"2011","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,1,0,3,3
14995,55000,"2011","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,1,0,3,3
11000,65445,"2007","Toyota Avalon",2020-12-17,"truecar",0,0,1,0,0,0,0,0,3,3
12599,109254,"2012","Toyota Avalon",2020-12-17,"truecar",0,0,0,0,0,0,0,1,3,3
6980,163172,"2008","Toyota Avalon",2020-12-17,"truecar",0,0,0,1,0,0,0,0,3,3
4897,167233,"2005","Toyota Avalon",2020-12-17,"truecar",1,0,0,0,0,0,0,0,3,3
13990,23044,"2005","Toyota Avalon",2020-12-17,"truecar",1,0,0,0,0,0,0,0,3,3
